Date,Team1,Team2,Score,MatchResult,Score1,Score2,Team1_last5_win_rate,Team1_last5_avg_score,Team1_last5_avg_concede,MatchResult2,Team2_last5_win_rate,Team2_last5_avg_score,Team2_last5_avg_concede,h2h_team1_win_rate
2014-09-23 13:00:00,Rusya,Tayland,3:0,1,3,0,0.6,2.0,1.6,0,0.0,0.75,3.0,
2014-09-23 13:00:00,Sırbistan,Türkiye,3:1,1,3,1,,,,0,0.5,1.75,2.0,0.0
2014-09-23 16:00:00,Küba,Belçika,0:3,2,0,3,0.0,1.6666666666666667,3.0,1,0.6,2.0,1.2,
2014-09-23 16:00:00,İtalya,Tunus,3:0,1,3,0,0.75,2.5,1.75,0,,,,
2014-09-24 06:30:00,Türkiye,Kanada,3:0,1,3,0,0.4,2.2,2.4,0,0.4,1.8,2.2,
2014-09-24 06:30:00,Çin,Azerbaycan,3:0,1,3,0,1.0,3.0,0.0,0,,,,
2014-09-24 13:00:00,Almanya,Arjantin,3:0,1,3,0,0.0,0.0,3.0,0,0.3333333333333333,1.0,2.3333333333333335,
2014-09-24 13:00:00,Rusya,Meksika,3:0,1,3,0,0.8,2.4,1.0,0,,,,
2014-09-24 16:00:00,Hırvatistan,İtalya,0:3,2,0,3,1.0,3.0,0.0,1,0.25,1.25,2.75,
2014-09-24 16:00:00,Porto Riko,Küba,3:0,1,3,0,1.0,3.0,0.3333333333333333,0,0.2,0.8,2.4,1.0
2014-09-25 08:00:00,Çin,Çin Taipei,3:0,1,3,0,1.0,3.0,0.0,0,0.0,0.5,3.0,
2014-09-25 13:00:00,Küba,Japonya,0:3,2,0,3,0.0,1.25,3.0,1,0.4,1.4,2.0,
2014-09-25 13:00:00,Kazakistan,Rusya,0:3,2,0,3,1.0,3.0,2.0,1,0.6,2.0,2.0,
2014-09-25 16:00:00,Arjantin,İtalya,0:3,2,0,3,0.6,2.0,1.6,1,0.4,1.6,2.2,
2014-09-25 16:00:00,Türkiye,Bulgaristan,2:3,2,2,3,0.4,2.2,2.2,1,,,,
2014-09-25 16:00:00,Belçika,Çin,0:3,2,0,3,0.5,2.0,1.5,1,0.25,1.5,2.75,0.0
2014-09-27 13:00:00,Dominik Cumhuriyeti,Arjantin,3:1,1,3,1,,,,0,0.25,0.75,2.5,
2014-09-27 13:00:00,Rusya,Hollanda,3:1,1,3,1,0.8,2.4,0.8,0,1.0,3.0,0.0,
2014-09-27 16:00:00,İtalya,Almanya,3:1,1,3,1,0.8,2.6,1.4,0,0.3333333333333333,2.0,2.3333333333333335,1.0
2014-09-27 16:00:00,Çin,Küba,3:0,1,3,0,1.0,3.0,0.0,0,0.2,0.8,2.4,
2014-09-27 16:00:00,Brezilya,Türkiye,3:2,1,3,2,1.0,3.0,0.25,0,0.4,1.6,2.2,0.0
2014-09-28 06:30:00,Kamerun,Türkiye,0:3,2,0,3,,,,1,0.4,1.8,2.2,
2014-09-28 06:30:00,Azerbaycan,Küba,3:1,1,3,1,,,,0,0.2,0.8,2.4,
2014-09-28 06:30:00,Tunus,Arjantin,0:3,2,0,3,,,,1,0.2,0.8,2.6,
2014-09-28 13:00:00,Japonya,Çin,2:3,2,2,3,0.75,2.75,1.0,1,0.4,1.8,2.2,0.5
2014-09-28 16:00:00,Amerika Birleşik Devletleri,Rusya,3:1,1,3,1,,,,0,0.8,2.6,1.4,1.0
2014-09-28 16:00:00,İtalya,Dominik Cumhuriyeti,2:3,2,2,3,0.8,2.6,1.2,1,0.5,1.5,2.5,
2014-10-01 13:00:00,Türkiye,Amerika Birleşik Devletleri,1:3,2,1,3,0.4,2.4,2.2,1,0.5,2.5,2.0,1.0
2014-10-01 16:00:00,Almanya,Çin,0:3,2,0,3,0.5,1.5,1.5,1,0.6,2.2,2.0,
2014-10-01 16:00:00,İtalya,Azerbaycan,3:1,1,3,1,0.6,2.4,1.8,0,0.0,0.0,3.0,
2014-10-01 16:00:00,Bulgaristan,Rusya,1:3,2,1,3,1.0,3.0,1.5,1,0.6,2.2,2.0,
2014-10-02 13:00:00,Türkiye,Rusya,3:2,1,3,2,0.2,2.0,2.4,0,0.8,2.6,1.6,0.3333333333333333
2014-10-02 14:30:00,Güney Kore,Çin,3:0,1,3,0,1.0,3.0,0.0,0,0.8,2.4,1.4,0.0
2014-10-02 16:00:00,İtalya,Belçika,3:0,1,3,0,0.6,2.4,1.6,0,0.6,2.0,1.2,
2014-10-02 16:00:00,Hırvatistan,Çin,0:3,2,0,3,0.5,1.5,1.5,1,0.8,2.4,1.4,
2014-10-04 13:00:00,Türkiye,Hollanda,3:1,1,3,1,0.4,2.2,2.2,0,0.6666666666666666,2.3333333333333335,1.0,
2014-10-04 13:00:00,Dominik Cumhuriyeti,Çin,2:3,2,2,3,1.0,3.0,1.0,1,0.8,2.4,1.0,0.0
2014-10-04 16:00:00,İtalya,Japonya,3:0,1,3,0,0.8,2.8,1.0,0,0.6,1.8,1.4,1.0
2014-10-04 16:00:00,Brezilya,Rusya,3:1,1,3,1,1.0,3.0,0.6,0,0.6,2.4,1.8,1.0
2014-10-05 13:00:00,Türkiye,Kazakistan,3:0,1,3,0,0.6,2.4,1.8,0,,,,
2014-10-05 13:00:00,Sırbistan,Rusya,0:3,2,0,3,1.0,3.0,1.0,1,0.4,2.0,2.0,
2014-10-05 16:00:00,İtalya,Çin,3:1,1,3,1,0.8,2.8,1.0,0,0.8,2.4,1.4,0.5
2014-10-08 13:30:00,Brezilya,Çin,3:0,1,3,0,1.0,3.0,0.6,0,0.6,2.0,1.6,1.0
2014-10-08 16:00:00,İtalya,Amerika Birleşik Devletleri,3:0,1,3,0,0.8,2.8,1.0,0,0.6666666666666666,2.6666666666666665,1.6666666666666667,
2014-10-09 13:30:00,Çin,Dominik Cumhuriyeti,3:2,1,3,2,1.0,3.0,0.0,0,0.6666666666666666,2.0,2.3333333333333335,1.0
2014-10-09 16:00:00,Amerika Birleşik Devletleri,Rusya,3:1,1,3,1,1.0,3.0,1.0,0,0.4,2.0,2.0,1.0
2014-10-10 16:00:00,İtalya,Rusya,3:1,1,3,1,1.0,3.0,0.4,0,0.4,2.0,2.0,0.0
2014-10-11 16:45:00,İtalya,Çin,1:3,2,1,3,1.0,3.0,0.4,1,0.4,1.4,2.2,0.6666666666666666
2014-10-12 13:30:00,İtalya,Brezilya,2:3,2,2,3,0.8,2.6,1.0,1,0.5,2.5,1.5,0.0
2014-10-12 16:00:00,Çin,Amerika Birleşik Devletleri,1:3,2,1,3,1.0,3.0,0.4,1,0.5,2.0,2.0,
2015-04-22 19:30:00,Kenya,Etiyopya,3:0,1,3,0,1.0,3.0,1.0,0,,,,
2015-04-24 17:00:00,Kenya,Burundi,3:0,1,3,0,1.0,3.0,0.6666666666666666,0,,,,
2015-04-25 19:30:00,Kenya,Uganda,3:0,1,3,0,1.0,3.0,0.5,0,,,,
2015-05-26 20:30:00,Güney Kore,İran,3:1,1,3,1,1.0,3.0,0.0,0,0.0,0.5,3.0,
2015-05-27 17:00:00,Çin,Tayland,3:1,1,3,1,0.8,2.6,1.0,0,0.0,0.6,3.0,1.0
2015-05-27 20:30:00,Güney Kore,Çin Taipei,3:1,1,3,1,1.0,3.0,0.3333333333333333,0,0.0,0.4,3.0,1.0
2015-05-28 01:00:00,Çin,Güney Kore,3:0,1,3,0,0.8,2.6,1.2,0,0.25,1.0,2.5,0.75
2015-05-30 20:00:00,Türkiye,Hollanda,3:2,1,3,2,0.6,2.4,1.8,0,0.5,2.0,1.5,1.0
2015-05-31 01:00:00,Türkiye,Japonya,3:2,1,3,2,0.8,2.6,1.6,0,0.6,1.8,1.4,0.0
2015-05-31 07:30:00,Hollanda,Rusya,3:0,1,3,0,1.0,3.0,0.0,0,0.2,1.6,2.4,0.0
2015-06-11 09:00:00,Tayland,Myanmar,3:0,1,3,0,1.0,3.0,0.0,0,,,,
2015-06-12 06:00:00,Mauritius,Kenya,0:3,2,0,3,,,,1,0.0,1.0,3.0,
2015-06-12 07:00:00,Singapur,Tayland,0:3,2,0,3,,,,1,0.0,0.6,3.0,
2015-06-13 21:00:00,Hollanda,Rusya,3:1,1,3,1,1.0,3.0,0.0,0,0.2,1.2,2.4,0.5
2015-06-13 23:00:00,Polonya,Türkiye,3:2,1,3,2,0.2,0.8,2.4,0,0.4,1.8,2.0,
2015-06-14 06:00:00,Kenya,Cezayir,3:0,1,3,0,1.0,3.0,0.4,0,0.0,0.0,3.0,1.0
2015-06-14 10:00:00,Tayland,Endonezya,3:1,1,3,1,1.0,3.0,0.0,0,,,,
2015-06-15 06:00:00,Kenya,Botswana,3:0,1,3,0,1.0,3.0,0.4,0,,,,
2015-06-15 10:00:00,Bulgaristan,Rusya,3:0,1,3,0,0.6666666666666666,2.3333333333333335,2.0,0,0.2,1.2,2.4,0.0
2015-06-15 12:00:00,Tayland,Vietnam,3:0,1,3,0,1.0,3.0,0.3333333333333333,0,0.0,0.0,3.0,
2015-06-15 12:00:00,Türkiye,İtalya,3:0,1,3,0,1.0,3.0,1.4,0,0.6,2.2,1.6,1.0
2015-06-15 15:30:00,Hırvatistan,Hollanda,1:3,2,1,3,0.3333333333333333,1.0,2.0,1,0.4,2.0,1.8,
2015-06-15 17:30:00,Romanya,Belçika,0:3,2,0,3,,,,1,0.4,1.4,1.8,
2015-06-15 21:00:00,Almanya,Sırbistan,1:3,2,1,3,0.3333333333333333,1.0,2.0,1,0.5,2.5,2.5,
2015-06-15 23:00:00,Azerbaycan,Polonya,3:0,1,3,0,1.0,3.0,1.0,0,0.5,1.75,2.25,
2015-06-17 06:00:00,Kenya,Kamerun,3:0,1,3,0,1.0,3.0,0.0,0,,,,
2015-06-17 10:00:00,Hollanda,Almanya,0:3,2,0,3,1.0,3.0,0.3333333333333333,1,0.25,1.75,2.5,
2015-06-17 12:00:00,Polonya,Romanya,3:0,1,3,0,0.2,0.8,2.8,0,,,,
2015-06-17 15:30:00,Sırbistan,Bulgaristan,3:0,1,3,0,0.5,1.5,2.0,0,1.0,3.0,2.0,
2015-06-17 17:30:00,İtalya,Azerbaycan,1:3,2,1,3,0.6,2.4,1.6,1,0.0,0.5,3.0,1.0
2015-06-17 21:00:00,Belçika,Türkiye,0:3,2,0,3,0.3333333333333333,1.3333333333333333,2.0,1,0.4,2.2,2.0,0.0
2015-06-17 23:00:00,Rusya,Hırvatistan,3:0,1,3,0,0.8,2.4,0.8,0,1.0,3.0,1.0,
2015-06-19 06:00:00,Kenya,Cezayir,3:0,1,3,0,1.0,3.0,0.0,0,0.0,0.0,3.0,1.0
2015-06-19 10:00:00,Romanya,Türkiye,0:3,2,0,3,0.0,0.0,3.0,1,0.4,2.2,1.8,
2015-06-19 15:30:00,Sırbistan,Hollanda,2:3,2,2,3,0.6666666666666666,2.0,1.3333333333333333,1,0.4,2.0,2.0,
2015-06-19 17:30:00,Polonya,İtalya,3:0,1,3,0,0.4,1.2,2.2,0,0.4,1.6,1.8,
2015-06-19 23:00:00,Almanya,Rusya,2:3,2,2,3,0.25,1.0,2.25,1,0.0,0.6,3.0,0.0
2015-06-21 10:00:00,Belçika,Polonya,3:2,1,3,2,0.25,1.0,2.25,0,0.4,1.4,2.4,1.0
2015-06-21 12:00:00,Hollanda,Bulgaristan,3:0,1,3,0,0.75,2.25,1.0,0,0.5,1.5,2.5,
2015-06-21 15:30:00,İtalya,Romanya,0:3,2,0,3,0.4,2.0,2.0,1,0.0,0.0,3.0,
2015-06-21 17:30:00,Hırvatistan,Almanya,0:3,2,0,3,0.25,1.0,2.25,1,0.4,2.0,2.0,
2015-06-21 21:00:00,Türkiye,Azerbaycan,3:0,1,3,0,1.0,3.0,1.0,0,0.3333333333333333,1.3333333333333333,2.3333333333333335,
2015-06-21 23:00:00,Rusya,Sırbistan,0:3,2,0,3,0.8,2.4,0.8,1,0.6666666666666666,2.6666666666666665,2.0,1.0
2015-06-23 14:00:00,Polonya,Almanya,3:2,1,3,2,0.6,1.8,1.6,0,0.6,2.4,1.4,
2015-06-23 17:00:00,Türkiye,Rusya,3:1,1,3,1,1.0,3.0,0.8,0,0.2,1.0,2.8,0.5
2015-06-23 20:00:00,Azerbaycan,Hollanda,3:0,1,3,0,1.0,3.0,0.5,0,0.4,2.0,2.4,
2015-06-23 22:00:00,Belçika,Sırbistan,2:3,2,2,3,0.4,1.4,2.2,1,0.75,2.75,1.5,
2015-06-25 18:00:00,Polonya,Sırbistan,3:2,1,3,2,0.8,2.4,1.4,0,0.8,2.8,1.6,
2015-06-25 20:30:00,Türkiye,Azerbaycan,3:2,1,3,2,1.0,3.0,1.0,0,0.25,1.0,2.5,1.0
2015-06-26 14:10:00,Kenya,Peru,0:3,2,0,3,1.0,3.0,0.0,1,0.3333333333333333,1.0,2.6666666666666665,
2015-06-27 01:00:00,Türkiye,Polonya,3:0,1,3,0,1.0,3.0,1.0,0,0.2,1.2,2.8,0.0
2015-06-27 09:00:00,Küba,Cezayir,3:0,1,3,0,0.0,1.0,3.0,0,0.0,0.0,3.0,
2015-06-27 13:10:00,Peru,Kolombiya,3:1,1,3,1,0.2,1.2,2.4,0,,,,
2015-06-27 15:40:00,Meksika,Kenya,2:3,2,2,3,,,,1,0.25,1.5,2.25,
2015-06-27 17:00:00,Azerbaycan,Sırbistan,2:3,2,2,3,1.0,3.0,0.3333333333333333,1,0.8,2.8,1.6,
2015-06-28 12:00:00,Kazakistan,Küba,3:2,1,3,2,0.5,1.5,2.5,0,0.2,1.0,2.4,
2015-06-28 12:10:00,Kolombiya,Kenya,3:0,1,3,0,,,,0,0.4,1.8,2.2,
2015-06-28 14:40:00,Meksika,Peru,0:3,2,0,3,0.0,2.0,3.0,1,0.5,1.5,2.0,
2015-07-03 12:00:00,Amerika Birleşik Devletleri,İtalya,3:1,1,3,1,1.0,3.0,1.0,0,0.4,1.4,1.8,0.0
2015-07-03 12:00:00,Almanya,Rusya,1:3,2,1,3,0.2,1.2,2.4,1,0.2,1.0,2.8,0.0
2015-07-03 12:00:00,Tayland,Sırbistan,3:2,1,3,2,1.0,3.0,0.25,0,0.8,2.8,1.6,
2015-07-03 12:40:00,Küba,Kazakistan,3:0,1,3,0,0.2,1.4,2.4,0,0.0,0.0,3.0,0.0
2015-07-03 13:00:00,Hollanda,Çek Cumhuriyeti,3:1,1,3,1,0.8,2.4,0.8,0,,,,
2015-07-03 13:10:00,Meksika,Kenya,0:3,2,0,3,0.0,1.0,3.0,1,0.4,1.4,2.2,0.0
2015-07-03 13:10:00,Bulgaristan,Polonya,0:3,2,0,3,0.75,2.5,1.5,1,0.0,0.6,3.0,
2015-07-03 15:00:00,Peru,Kolombiya,0:3,2,0,3,0.4,1.6,2.0,1,0.0,1.0,3.0,1.0
2015-07-03 15:00:00,Türkiye,Belçika,0:3,2,0,3,1.0,3.0,0.6,1,0.4,1.4,1.8,1.0
2015-07-03 16:00:00,Arjantin,Hırvatistan,3:1,1,3,1,0.6,2.0,1.6,0,0.5,1.5,2.0,0.0
2015-07-04 10:00:00,Brezilya,Sırbistan,3:0,1,3,0,1.0,3.0,0.6,0,0.6,2.6,2.0,
2015-07-04 10:30:00,Kazakistan,Kolombiya,0:3,2,0,3,0.6666666666666666,2.0,2.3333333333333335,1,0.5,2.0,1.5,
2015-07-04 12:00:00,İtalya,Belçika,3:0,1,3,0,0.2,1.4,2.6,0,0.6,1.8,1.2,1.0
2015-07-04 12:00:00,Dominik Cumhuriyeti,Rusya,0:3,2,0,3,0.5,2.5,2.0,1,0.4,1.6,2.4,
2015-07-04 12:30:00,Tayland,Japonya,0:3,2,0,3,1.0,3.0,0.6,1,0.4,1.6,1.8,
2015-07-04 13:00:00,Peru,Küba,3:0,1,3,0,0.4,1.6,2.0,0,0.0,0.8,3.0,1.0
2015-07-04 13:00:00,Arjantin,Hollanda,0:3,2,0,3,0.6,2.0,1.8,1,0.4,1.8,2.4,0.0
2015-07-04 13:10:00,Bulgaristan,Kanada,2:3,2,2,3,0.6,2.0,1.8,1,0.4,1.6,2.2,
2015-07-04 13:10:00,Kenya,Avustralya,3:0,1,3,0,0.8,2.4,0.6,0,0.0,2.0,3.0,1.0
2015-07-04 15:00:00,Türkiye,Amerika Birleşik Devletleri,1:3,2,1,3,0.8,2.4,1.2,1,0.6,2.2,1.8,0.5
2015-07-04 15:30:00,Çin,Almanya,3:0,1,3,0,0.8,2.6,1.2,0,0.4,2.2,1.8,1.0
2015-07-04 16:00:00,Çek Cumhuriyeti,Hırvatistan,3:0,1,3,0,,,,0,0.3333333333333333,1.3333333333333333,2.3333333333333335,
2015-07-04 16:10:00,Porto Riko,Polonya,3:1,1,3,1,1.0,3.0,0.25,0,0.2,1.2,2.4,1.0
2015-07-04 18:10:00,Meksika,Cezayir,3:2,1,3,2,0.0,0.6666666666666666,3.0,0,0.0,0.0,3.0,
2015-07-05 10:00:00,Japonya,Sırbistan,3:1,1,3,1,0.6,2.6,1.4,0,0.4,2.0,2.6,
2015-07-05 11:30:00,Kolombiya,Küba,3:1,1,3,1,1.0,3.0,0.0,0,0.0,0.6,3.0,
2015-07-05 12:00:00,Belçika,Amerika Birleşik Devletleri,0:3,2,0,3,0.2,1.2,2.8,1,0.8,2.4,1.4,
2015-07-05 12:00:00,Almanya,Dominik Cumhuriyeti,3:0,1,3,0,0.2,1.4,2.4,0,0.5,2.0,2.5,
2015-07-05 12:10:00,Kanada,Polonya,1:3,2,1,3,0.0,0.0,3.0,1,0.2,1.2,2.4,0.0
2015-07-05 12:30:00,Tayland,Brezilya,0:3,2,0,3,0.8,2.4,1.2,1,0.6666666666666666,2.6666666666666665,1.6666666666666667,
2015-07-05 13:00:00,Çek Cumhuriyeti,Arjantin,3:1,1,3,1,1.0,3.0,0.0,0,0.4,1.4,2.0,
2015-07-05 13:10:00,Avustralya,Meksika,1:3,2,1,3,,,,1,0.0,0.0,3.0,
2015-07-05 14:00:00,Peru,Kazakistan,3:0,1,3,0,0.4,1.6,2.0,0,0.0,0.0,3.0,
2015-07-05 15:00:00,Türkiye,İtalya,0:3,2,0,3,0.6,2.0,1.8,1,0.4,1.4,1.8,1.0
2015-07-05 15:10:00,Porto Riko,Bulgaristan,2:3,2,2,3,1.0,3.0,0.4,1,0.3333333333333333,1.0,2.6666666666666665,
2015-07-05 15:30:00,Çin,Rusya,3:1,1,3,1,0.8,2.6,1.2,0,0.6,2.0,1.8,0.0
2015-07-05 16:00:00,Hırvatistan,Hollanda,0:3,2,0,3,0.2,0.8,2.4,1,0.6,2.2,1.8,0.0
2015-07-05 18:10:00,Cezayir,Kenya,2:3,2,2,3,,,,1,0.6,2.0,1.6,0.0
2015-07-10 10:05:00,Brezilya,Belçika,3:0,1,3,0,1.0,3.0,0.6,0,0.6,1.8,1.2,
2015-07-10 12:00:00,Almanya,Tayland,0:3,2,0,3,0.2,1.4,2.4,1,0.2,1.2,2.4,
2015-07-10 12:10:00,Çin,Dominik Cumhuriyeti,3:0,1,3,0,0.8,2.6,1.0,0,0.4,1.6,2.6,1.0
2015-07-10 12:10:00,Porto Riko,Çek Cumhuriyeti,3:2,1,3,2,0.8,2.8,1.0,0,0.0,1.0,3.0,
2015-07-10 12:40:00,Sırbistan,Türkiye,3:1,1,3,1,0.5,2.0,1.75,0,0.6,2.6,1.2,0.5
2015-07-10 15:10:00,Polonya,Hollanda,0:3,2,0,3,1.0,3.0,1.2,1,0.8,2.4,1.2,0.0
2015-07-10 15:10:00,Japonya,İtalya,2:3,2,2,3,0.8,2.8,1.0,1,0.4,1.4,1.8,0.0
2015-07-10 15:10:00,Bulgaristan,Hırvatistan,3:2,1,3,2,0.4,1.8,2.0,0,0.25,1.0,2.5,
2015-07-10 15:10:00,Rusya,Amerika Birleşik Devletleri,0:3,2,0,3,0.8,2.4,0.8,1,0.8,2.4,1.2,0.0
2015-07-10 18:10:00,Arjantin,Kanada,1:3,2,1,3,0.4,1.4,2.2,1,0.6,2.0,2.0,0.5
2015-07-11 06:00:00,Brezilya,Tayland,3:1,1,3,1,1.0,3.0,0.6,0,0.4,1.4,1.8,1.0
2015-07-11 08:00:00,Belçika,Almanya,1:3,2,1,3,0.2,1.0,2.8,1,0.4,1.8,1.8,
2015-07-11 10:10:00,Hırvatistan,Porto Riko,1:3,2,1,3,0.0,0.2,3.0,1,0.8,2.4,1.2,
2015-07-11 11:10:00,Çin,İtalya,3:1,1,3,1,1.0,3.0,0.4,0,0.4,1.4,2.2,0.5
2015-07-11 12:10:00,Peru,Kolombiya,3:0,1,3,0,0.6,1.8,1.4,0,0.6666666666666666,2.3333333333333335,1.0,0.5
2015-07-11 12:40:00,Amerika Birleşik Devletleri,Türkiye,3:1,1,3,1,1.0,3.0,1.0,0,0.6,2.4,1.2,0.6666666666666666
2015-07-11 12:40:00,Bulgaristan,Çek Cumhuriyeti,2:3,2,2,3,0.4,1.8,2.2,1,0.0,1.5,3.0,
2015-07-11 14:10:00,Japonya,Dominik Cumhuriyeti,3:0,1,3,0,0.6,2.6,1.4,0,0.4,1.6,2.6,
2015-07-11 15:10:00,Polonya,Kanada,3:1,1,3,1,0.8,2.4,1.4,0,0.6,2.0,1.8,1.0
2015-07-11 15:10:00,Rusya,Sırbistan,3:2,1,3,2,0.6,1.8,1.4,0,0.2,1.6,2.8,0.5
2015-07-11 15:10:00,Avustralya,Kenya,1:3,2,1,3,0.0,1.0,3.0,1,0.8,2.4,1.4,0.0
2015-07-11 18:10:00,Arjantin,Hollanda,2:3,2,2,3,0.2,1.0,2.6,1,0.8,2.4,1.0,0.0
2015-07-11 21:00:00,Ukrayna,Rusya,0:3,2,0,3,,,,1,0.6,2.2,1.8,
2015-07-12 06:00:00,Brezilya,Almanya,3:0,1,3,0,1.0,3.0,0.4,0,0.6,2.2,1.4,
2015-07-12 08:00:00,Belçika,Tayland,1:3,2,1,3,0.2,1.2,2.8,1,0.4,1.6,1.8,
2015-07-12 09:10:00,Kolombiya,Avustralya,3:0,1,3,0,1.0,3.0,0.5,0,0.0,1.0,3.0,
2015-07-12 10:10:00,Hırvatistan,Çek Cumhuriyeti,1:3,2,1,3,0.0,0.4,3.0,1,0.3333333333333333,2.0,2.6666666666666665,0.0
2015-07-12 11:10:00,Dominik Cumhuriyeti,İtalya,0:3,2,0,3,0.3333333333333333,1.6666666666666667,2.3333333333333335,1,0.4,1.6,2.2,1.0
2015-07-12 12:10:00,Peru,Kenya,1:3,2,1,3,0.8,2.4,0.8,1,0.8,2.4,1.6,1.0
2015-07-12 12:40:00,Sırbistan,Amerika Birleşik Devletleri,2:3,2,2,3,0.6,2.2,1.6,1,0.8,2.4,1.0,
2015-07-12 12:40:00,Bulgaristan,Porto Riko,3:0,1,3,0,0.4,2.0,2.2,0,0.8,2.4,1.4,1.0
2015-07-12 15:10:00,Rusya,Türkiye,3:1,1,3,1,0.6,1.8,1.8,0,0.4,2.0,1.8,0.4
2015-07-12 15:10:00,Hollanda,Kanada,3:0,1,3,0,0.8,2.4,1.0,0,0.6,2.0,1.8,
2015-07-12 18:10:00,Arjantin,Polonya,0:3,2,0,3,0.2,1.2,2.6,1,0.4,1.8,2.0,
2015-07-16 01:00:00,Brezilya,Porto Riko,3:2,1,3,2,1.0,3.0,0.2,0,0.6,1.8,1.8,
2015-07-16 01:00:00,Kanada,Dominik Cumhuriyeti,0:3,2,0,3,0.0,0.5,3.0,1,0.2,1.0,2.8,
2015-07-16 01:00:00,Arjantin,Küba,3:0,1,3,0,0.2,1.2,2.6,0,0.0,0.8,3.0,1.0
2015-07-16 01:00:00,Amerika Birleşik Devletleri,Peru,3:0,1,3,0,1.0,3.0,1.0,0,0.6,1.8,1.6,
2015-07-16 13:05:00,Türkiye,Sırbistan,0:3,2,0,3,0.4,1.4,2.2,1,0.2,1.6,2.8,0.3333333333333333
2015-07-16 13:10:00,Rusya,Brezilya,0:3,2,0,3,0.6,1.8,1.8,1,0.75,2.75,1.25,0.0
2015-07-16 14:30:00,Japonya,Amerika Birleşik Devletleri,0:3,2,0,3,0.6,2.6,1.4,1,1.0,3.0,0.8,
2015-07-16 16:05:00,Almanya,Dominik Cumhuriyeti,3:0,1,3,0,0.2,1.4,2.4,0,0.2,1.0,2.4,1.0
2015-07-16 16:30:00,Tayland,Çin,0:3,2,0,3,0.6,1.8,1.8,1,0.6,2.0,1.8,0.0
2015-07-16 16:45:00,İtalya,Belçika,3:0,1,3,0,0.2,1.4,2.4,0,0.4,1.2,1.8,1.0
2015-07-17 13:10:00,Brezilya,Belçika,3:0,1,3,0,1.0,3.0,0.6,0,0.4,1.2,1.8,1.0
2015-07-17 14:05:00,Almanya,Türkiye,2:3,2,2,3,0.4,1.8,1.8,1,0.4,1.8,1.8,0.5
2015-07-17 14:30:00,Tayland,Amerika Birleşik Devletleri,1:3,2,1,3,0.4,1.2,2.2,1,1.0,3.0,0.6,
2015-07-17 16:25:00,İtalya,Rusya,1:3,2,1,3,0.4,1.8,1.8,1,0.6,2.2,1.4,0.5
2015-07-17 17:05:00,Dominik Cumhuriyeti,Sırbistan,0:3,2,0,3,0.25,1.25,2.5,1,0.2,1.6,2.4,
2015-07-18 01:00:00,Kanada,Küba,3:1,1,3,1,0.0,0.3333333333333333,3.0,0,0.0,0.8,3.0,0.0
2015-07-18 01:00:00,Brezilya,Peru,3:1,1,3,1,1.0,3.0,0.6,0,0.6,1.8,1.6,
2015-07-18 01:00:00,Dominik Cumhuriyeti,Arjantin,3:1,1,3,1,0.2,1.0,2.6,0,0.2,1.0,2.4,1.0
2015-07-18 01:00:00,Amerika Birleşik Devletleri,Porto Riko,3:0,1,3,0,1.0,3.0,0.8,0,0.4,1.6,2.0,
2015-07-18 11:05:00,Dominik Cumhuriyeti,Türkiye,0:3,2,0,3,0.2,1.0,2.6,1,0.4,1.8,2.2,1.0
2015-07-18 13:10:00,Belçika,Rusya,3:0,1,3,0,0.2,1.4,2.8,0,0.8,2.6,1.0,0.0
2015-07-18 13:30:00,Japonya,Tayland,3:0,1,3,0,0.4,2.0,2.0,0,0.6,2.2,1.4,1.0
2015-07-18 14:05:00,Sırbistan,Almanya,1:3,2,1,3,0.4,2.0,2.0,1,0.4,1.6,2.0,1.0
2015-07-18 15:30:00,Çin,Amerika Birleşik Devletleri,3:2,1,3,2,1.0,3.0,0.4,0,1.0,3.0,0.6,0.0
2015-07-18 16:10:00,İtalya,Brezilya,0:3,2,0,3,0.4,1.6,1.8,1,0.8,2.8,1.0,0.0
2015-07-20 01:00:00,Porto Riko,Peru,3:0,1,3,0,0.8,2.8,1.4,0,0.6,2.0,1.6,1.0
2015-07-20 01:00:00,Kanada,Arjantin,1:3,2,1,3,0.25,1.0,2.5,1,0.2,1.2,2.4,0.6666666666666666
2015-07-20 17:15:00,Dominik Cumhuriyeti,Küba,1:3,2,1,3,0.2,0.6,2.6,1,0.0,0.8,3.0,
2015-07-20 22:00:00,Brezilya,Amerika Birleşik Devletleri,3:2,1,3,2,1.0,3.0,0.8,0,0.8,2.8,1.2,
2015-07-22 01:00:00,Arjantin,Porto Riko,2:3,2,2,3,0.2,1.2,2.4,1,0.2,1.0,2.6,0.0
2015-07-22 11:10:00,Brezilya,Çin,3:1,1,3,1,1.0,3.0,1.0,0,0.6,2.0,1.8,1.0
2015-07-22 13:40:00,İtalya,Rusya,0:3,2,0,3,0.4,1.4,1.8,1,0.6,2.0,1.4,0.3333333333333333
2015-07-22 16:10:00,Amerika Birleşik Devletleri,Japonya,3:0,1,3,0,1.0,3.0,0.6,0,0.4,1.6,1.8,1.0
2015-07-22 17:20:00,Amerika Birleşik Devletleri,Küba,3:1,1,3,1,1.0,3.0,0.4,0,0.2,1.0,2.6,
2015-07-23 01:00:00,Arjantin,Küba,1:3,2,1,3,0.2,1.6,2.4,1,0.2,1.2,2.6,1.0
