Date,Team1,Team2,Score,MatchResult,Score1,Score2,Team1_last5_win_rate,Team1_last5_avg_score,Team1_last5_avg_concede,MatchResult2,Team2_last5_win_rate,Team2_last5_avg_score,Team2_last5_avg_concede,h2h_team1_win_rate
2017-09-05 11:40:00,Amerika Birleşik Devletleri,Çin,1:3,2,1,3,0.6,2.4,1.6,1,0.4,1.8,2.0,0.7
2017-09-05 15:15:00,Japonya,Güney Kore,3:0,1,3,0,1.0,3.0,1.2,0,0.8,2.4,0.8,0.5
2017-09-06 08:40:00,Brezilya,Çin,2:3,2,2,3,1.0,3.0,0.4,1,0.6,2.0,1.6,0.625
2017-09-06 11:40:00,Güney Kore,Amerika Birleşik Devletleri,0:3,2,0,3,0.8,2.4,1.0,1,0.4,2.2,1.8,0.0
2017-09-06 15:15:00,Rusya,Japonya,3:1,1,3,1,0.4,1.8,2.0,0,0.4,1.6,2.2,0.7142857142857143
2017-09-08 08:40:00,Amerika Birleşik Devletleri,Rusya,3:2,1,3,2,0.6,2.2,1.6,0,0.2,1.8,2.6,0.875
2017-09-08 11:40:00,Çin,Güney Kore,3:0,1,3,0,0.4,1.6,2.2,0,0.6,1.8,1.4,0.75
2017-09-08 15:15:00,Japonya,Brezilya,3:2,1,3,2,1.0,3.0,0.8,0,1.0,3.0,0.8,0.25
2017-09-09 08:40:00,Rusya,Çin,0:3,2,0,3,0.6,2.0,1.6,1,0.8,2.4,1.4,0.3333333333333333
2017-09-09 11:40:00,Brezilya,Güney Kore,3:0,1,3,0,0.8,2.8,0.6,0,0.4,1.2,2.0,1.0
2017-09-09 15:15:00,Japonya,Amerika Birleşik Devletleri,2:3,2,2,3,1.0,3.0,0.8,1,0.4,2.2,1.8,0.0
2017-09-10 07:40:00,Güney Kore,Rusya,0:3,2,0,3,0.6,1.8,1.6,1,0.2,1.8,2.6,0.3333333333333333
2017-09-10 10:40:00,Amerika Birleşik Devletleri,Brezilya,0:3,2,0,3,0.6,2.2,1.8,1,0.8,2.8,1.2,0.4
2017-09-10 14:15:00,Çin,Japonya,3:1,1,3,1,0.4,1.6,2.2,0,0.4,1.8,2.2,0.625
2017-09-22 14:30:00,Ukrayna,Rusya,2:3,2,2,3,0.0,0.0,3.0,1,0.4,2.0,2.0,0.0
2017-09-22 16:00:00,İtalya,Georgia,3:0,1,3,0,0.6,2.2,1.4,0,0.0,0.0,3.0,
2017-09-22 16:00:00,Sırbistan,Çek Cumhuriyeti,3:0,1,3,0,0.8,2.6,1.4,0,0.6,2.0,1.8,1.0
2017-09-22 17:00:00,Macaristan,Azerbaycan,0:3,2,0,3,0.6,1.8,2.0,1,0.2,1.2,2.6,
2017-09-22 19:00:00,Belarus,Hırvatistan,3:2,1,3,2,0.5,2.0,2.25,0,0.2,1.6,2.8,1.0
2017-09-22 19:00:00,Hollanda,Belçika,3:1,1,3,1,0.8,2.8,1.0,0,0.0,0.6,3.0,1.0
2017-09-22 19:30:00,Polonya,Almanya,3:2,1,3,2,0.8,2.6,0.8,0,0.8,2.8,0.8,1.0
2017-09-23 11:30:00,Vietnam,Güney Kore,0:3,2,0,3,1.0,3.0,2.0,1,0.2,0.6,2.4,1.0
2017-09-23 14:30:00,Bulgaristan,Ukrayna,3:2,1,3,2,0.6,2.4,2.2,0,,,,
2017-09-23 16:00:00,Georgia,Hırvatistan,1:3,2,1,3,0.0,0.0,3.0,1,0.2,1.6,2.8,0.0
2017-09-23 16:00:00,Çek Cumhuriyeti,Belçika,3:1,1,3,1,0.6,2.0,2.0,0,0.0,0.8,3.0,0.0
2017-09-23 17:00:00,Polonya,Macaristan,3:1,1,3,1,0.8,2.6,1.2,0,1.0,3.0,0.2,
2017-09-23 19:00:00,Sırbistan,Hollanda,3:0,1,3,0,0.8,2.6,1.2,0,0.2,1.8,2.8,0.0
2017-09-23 19:00:00,İtalya,Belarus,3:1,1,3,1,0.8,2.8,0.8,0,0.3333333333333333,1.6666666666666667,2.0,1.0
2017-09-23 19:30:00,Türkiye,Rusya,1:3,2,1,3,0.6,2.2,1.4,1,0.6,2.6,1.8,0.375
2017-09-24 14:15:00,Tayland,Güney Kore,0:3,2,0,3,1.0,3.0,0.0,1,0.4,1.2,1.8,1.0
2017-09-24 14:30:00,Bulgaristan,Türkiye,3:2,1,3,2,0.6,2.4,2.2,0,0.2,1.0,2.4,0.5
2017-09-24 16:00:00,Belçika,Sırbistan,1:3,2,1,3,0.2,1.8,2.6,1,0.6,2.2,1.6,0.0
2017-09-24 17:00:00,Azerbaycan,Polonya,3:0,1,3,0,0.75,2.75,1.0,0,0.8,2.4,0.8,1.0
2017-09-24 19:00:00,Çek Cumhuriyeti,Hollanda,1:3,2,1,3,0.6,2.0,2.2,1,0.2,1.6,2.8,0.0
2017-09-24 19:00:00,Hırvatistan,İtalya,2:3,2,2,3,0.0,0.6,3.0,1,0.6,2.0,2.0,0.0
2017-09-24 19:30:00,Almanya,Macaristan,3:1,1,3,1,0.8,2.8,0.8,0,0.8,2.6,0.6,1.0
2017-09-25 03:00:00,Peru,Vôlei Nestlé/Osasco,1:3,2,1,3,0.6,2.2,1.4,1,,,,
2017-09-25 14:30:00,Rusya,Bulgaristan,3:2,1,3,2,0.4,1.4,2.0,0,0.6,2.6,1.2,0.6666666666666666
2017-09-25 17:00:00,Almanya,Azerbaycan,1:3,2,1,3,1.0,3.0,0.4,1,0.4,1.6,2.0,
2017-09-25 19:30:00,Türkiye,Ukrayna,3:1,1,3,1,0.6,2.4,1.4,0,0.0,2.0,3.0,
2017-09-26 17:00:00,Belarus,Çek Cumhuriyeti,3:2,1,3,2,0.6,2.2,2.2,0,0.4,1.4,2.2,
2017-09-26 19:30:00,Hollanda,Hırvatistan,3:0,1,3,0,0.8,2.8,1.2,0,0.2,1.6,2.6,1.0
2017-09-27 14:30:00,Bulgaristan,Almanya,2:3,2,2,3,0.8,2.6,2.0,1,0.6,2.6,1.2,0.5
2017-09-27 17:00:00,Polonya,Türkiye,1:3,2,1,3,0.8,2.6,1.2,1,0.2,1.2,2.4,0.5
2017-09-28 17:00:00,İtalya,Hollanda,0:3,2,0,3,0.8,2.8,1.0,1,0.4,2.0,2.4,0.0
2017-09-28 19:30:00,Sırbistan,Belarus,3:0,1,3,0,0.8,2.6,1.2,0,0.25,1.5,2.25,
2017-09-29 17:00:00,Azerbaycan,Almanya,3:0,1,3,0,0.8,2.8,0.8,0,0.6,2.6,1.6,1.0
2017-09-29 19:30:00,Rusya,Türkiye,0:3,2,0,3,0.4,1.4,2.4,1,0.4,1.8,2.0,0.6666666666666666
2017-09-29 21:00:00,Kanada,Nikaragua,3:0,1,3,0,0.6,2.0,1.6,0,,,,
2017-09-30 17:00:00,Hollanda,Azerbaycan,3:2,1,3,2,0.8,2.8,1.2,0,0.4,1.6,2.0,0.0
2017-09-30 19:30:00,Sırbistan,Türkiye,3:0,1,3,0,0.8,2.6,0.8,0,0.6,2.2,1.4,0.8
2017-09-30 22:00:00,Sırbistan,Hollanda,3:1,1,3,1,0.8,2.6,0.6,0,0.4,2.0,2.0,0.3333333333333333
2017-09-30 22:20:00,Kanada,Küba,3:0,1,3,0,0.6,2.0,1.4,0,0.2,1.0,2.6,0.3333333333333333
2017-10-01 18:00:00,Azerbaycan,Türkiye,1:3,2,1,3,0.8,2.8,0.6,1,0.6,2.2,1.4,0.0
2017-10-08 06:00:00,Senegal,Kenya,0:3,2,0,3,,,,1,0.0,0.4,3.0,
2017-10-09 06:00:00,Kenya,Kongo Demokratik Cumhuriyeti,3:0,1,3,0,0.4,1.6,2.0,0,,,,
2017-10-10 06:00:00,Kenya,Tunus,3:0,1,3,0,0.4,1.6,1.8,0,0.0,0.0,3.0,
2017-10-12 06:00:00,Kenya,Mısır,3:0,1,3,0,0.6,1.8,1.2,0,0.2,1.0,2.8,0.5
2017-10-13 06:00:00,Kenya,Kamerun,0:3,2,0,3,0.6,1.8,1.2,1,0.0,0.6,3.0,0.75
2018-05-15 11:00:00,Belçika,Güney Kore,3:0,1,3,0,0.0,1.4,3.0,0,0.4,1.2,1.8,
2018-05-15 14:30:00,Tayland,Hollanda,0:3,2,0,3,0.8,2.4,0.6,1,0.4,1.8,2.0,0.0
2018-05-15 17:00:00,Rusya,Arjantin,3:1,1,3,1,0.4,1.4,2.4,0,0.4,2.0,1.8,1.0
2018-05-15 23:30:00,Japonya,Sırbistan,0:3,2,0,3,0.8,2.8,1.4,1,0.8,2.8,1.2,0.4
2018-05-16 01:00:00,Türkiye,İtalya,3:0,1,3,0,0.6,2.4,1.6,0,0.6,2.0,2.0,0.375
2018-05-16 03:30:00,Amerika Birleşik Devletleri,Polonya,3:1,1,3,1,0.4,1.6,2.2,0,0.6,1.8,1.4,
2018-05-16 11:00:00,Dominik Cumhuriyeti,Güney Kore,2:3,2,2,3,0.8,2.4,1.2,1,0.4,1.2,1.8,0.5
2018-05-16 14:30:00,Arjantin,Hollanda,1:3,2,1,3,0.2,1.0,2.4,1,0.6,2.0,1.4,0.0
2018-05-16 14:30:00,Çin,Belçika,3:0,1,3,0,0.4,1.6,2.0,0,0.0,1.0,3.0,1.0
2018-05-16 17:00:00,Rusya,Tayland,3:1,1,3,1,0.6,1.8,2.0,0,0.4,2.0,1.8,1.0
2018-05-16 21:05:00,Brezilya,Japonya,3:1,1,3,1,0.8,2.8,0.6,0,0.4,1.8,2.2,0.6
2018-05-16 23:30:00,Almanya,Sırbistan,0:3,2,0,3,0.8,2.6,1.0,1,0.8,2.8,1.2,0.3333333333333333
2018-05-17 01:00:00,Polonya,İtalya,3:2,1,3,2,0.6,2.2,1.8,0,0.6,2.0,2.0,0.3333333333333333
2018-05-17 03:00:00,Kanada,Trinidad ve Tobago,3:0,1,3,0,0.8,2.6,0.8,0,0.0,0.25,3.0,1.0
2018-05-17 03:30:00,Amerika Birleşik Devletleri,Türkiye,2:3,2,2,3,0.6,2.0,1.8,1,0.6,2.2,1.6,0.8333333333333334
2018-05-17 11:00:00,Dominik Cumhuriyeti,Belçika,2:3,2,2,3,0.6,2.2,1.8,1,0.0,0.6,3.0,1.0
2018-05-17 14:30:00,Çin,Güney Kore,0:3,2,0,3,0.6,2.0,1.4,1,0.6,1.8,1.6,0.7777777777777778
2018-05-17 14:30:00,Arjantin,Tayland,0:3,2,0,3,0.2,0.8,2.4,1,0.4,2.0,1.8,
2018-05-17 17:00:00,Rusya,Hollanda,0:3,2,0,3,0.6,1.8,2.0,1,0.8,2.6,1.0,0.5555555555555556
2018-05-17 21:05:00,Brezilya,Sırbistan,3:1,1,3,1,0.8,2.8,0.8,0,1.0,3.0,0.6,0.6666666666666666
2018-05-17 23:30:00,Almanya,Japonya,1:3,2,1,3,0.6,2.0,1.6,1,0.2,1.4,2.4,0.0
2018-05-18 01:00:00,Türkiye,Polonya,3:0,1,3,0,0.6,2.4,1.6,0,0.4,1.4,2.0,0.6666666666666666
2018-05-18 03:30:00,Amerika Birleşik Devletleri,İtalya,3:0,1,3,0,0.4,1.8,2.4,0,0.4,1.8,2.4,0.5714285714285714
2018-05-19 17:00:00,Bulgaristan,Portekiz,3:0,1,3,0,0.6,2.4,2.4,0,,,,
2018-05-19 18:00:00,Hırvatistan,Finlandiya,3:0,1,3,0,0.0,1.0,3.0,0,,,,
2018-05-19 20:00:00,İspanya,Çek Cumhuriyeti,0:3,2,0,3,0.0,0.0,3.0,1,0.4,1.8,2.2,
2018-05-20 19:30:00,Macaristan,Fransa,3:0,1,3,0,0.6,1.8,2.0,0,0.0,2.0,3.0,1.0
2018-05-21 03:00:00,Kanada,Porto Riko,2:3,2,2,3,0.8,2.6,0.6,1,0.6,2.0,2.0,0.0
2018-05-22 09:00:00,İtalya,Rusya,0:3,2,0,3,0.6,2.2,1.4,1,0.6,2.6,1.8,0.25
2018-05-22 09:40:00,Belçika,Hollanda,2:3,2,2,3,0.2,1.6,2.4,1,0.8,2.6,0.8,0.0
2018-05-22 11:30:00,Tayland,Sırbistan,1:3,2,1,3,0.6,1.8,1.2,1,0.8,2.6,1.0,0.3333333333333333
2018-05-22 12:00:00,Güney Kore,Almanya,3:1,1,3,1,0.4,1.2,2.2,0,0.4,2.0,2.2,1.0
2018-05-22 13:10:00,Japonya,Amerika Birleşik Devletleri,0:3,2,0,3,0.6,2.2,2.0,1,0.4,2.2,2.2,0.0
2018-05-22 14:00:00,Arjantin,Dominik Cumhuriyeti,0:3,2,0,3,0.2,0.8,2.4,1,0.4,1.8,2.4,0.0
2018-05-22 15:00:00,Çin,Polonya,2:3,2,2,3,0.6,1.8,1.4,1,0.4,1.4,2.0,
2018-05-22 17:00:00,Türkiye,Brezilya,1:3,2,1,3,0.6,2.4,1.4,1,0.8,2.8,0.8,0.25
2018-05-23 09:40:00,Hollanda,Amerika Birleşik Devletleri,0:3,2,0,3,1.0,3.0,1.0,1,0.6,2.4,1.6,0.0
2018-05-23 10:00:00,İtalya,Almanya,3:0,1,3,0,0.4,1.6,2.0,0,0.2,1.6,2.8,1.0
2018-05-23 12:30:00,Polonya,Sırbistan,1:3,2,1,3,0.8,2.6,1.6,1,0.8,2.6,1.0,0.5
2018-05-23 13:00:00,Güney Kore,Rusya,3:0,1,3,0,0.4,1.2,2.0,0,0.8,2.8,1.2,0.25
2018-05-23 13:10:00,Japonya,Belçika,3:0,1,3,0,0.4,1.6,2.2,0,0.2,1.2,2.8,
2018-05-23 14:00:00,Brezilya,Arjantin,3:0,1,3,0,0.8,2.8,1.0,0,0.2,1.6,2.4,1.0
2018-05-23 15:00:00,Çin,Tayland,3:1,1,3,1,0.6,2.2,1.4,0,0.4,2.0,1.8,1.0
2018-05-23 17:00:00,Türkiye,Dominik Cumhuriyeti,3:1,1,3,1,0.6,2.2,1.4,0,0.4,1.8,2.2,0.6666666666666666
2018-05-23 18:00:00,Çek Cumhuriyeti,İspanya,3:0,1,3,0,0.4,1.6,2.4,0,,,,1.0
2018-05-23 18:30:00,Bulgaristan,Ukrayna,3:1,1,3,1,0.8,2.8,1.8,0,0.0,1.5,3.0,1.0
2018-05-23 19:30:00,Macaristan,Hırvatistan,3:1,1,3,1,0.8,2.4,1.4,0,0.2,1.4,2.6,1.0
2018-05-24 09:40:00,Belçika,Amerika Birleşik Devletleri,0:3,2,0,3,0.2,1.6,2.4,1,0.8,2.8,1.0,0.0
2018-05-24 10:00:00,Almanya,Rusya,1:3,2,1,3,0.4,1.6,2.2,1,0.8,2.4,1.2,0.0
2018-05-24 12:30:00,Polonya,Tayland,2:3,2,2,3,0.6,2.2,2.2,1,0.4,2.0,1.8,1.0
2018-05-24 13:00:00,Güney Kore,İtalya,0:3,2,0,3,0.6,1.8,1.4,1,0.4,1.6,2.4,0.0
2018-05-24 13:10:00,Japonya,Hollanda,0:3,2,0,3,0.4,1.6,2.2,1,0.8,2.6,1.2,1.0
2018-05-24 14:00:00,Dominik Cumhuriyeti,Brezilya,0:3,2,0,3,0.4,2.0,2.4,1,0.8,2.8,1.0,
2018-05-24 15:50:00,Çin,Sırbistan,1:3,2,1,3,0.6,2.2,1.6,1,0.8,2.6,1.0,0.42857142857142855
2018-05-24 17:00:00,Türkiye,Arjantin,3:0,1,3,0,0.8,2.6,1.0,0,0.2,1.2,2.4,
2018-05-26 03:00:00,Peru,Şili,3:0,1,3,0,0.6,2.2,1.4,0,0.0,0.0,3.0,1.0
2018-05-26 16:00:00,Finlandiya,Macaristan,3:1,1,3,1,,,,0,0.6,2.2,1.2,
2018-05-26 17:00:00,Bulgaristan,Azerbaycan,3:1,1,3,1,0.8,2.8,1.6,0,0.4,2.0,2.0,
2018-05-26 17:00:00,Çek Cumhuriyeti,Slovakya,3:0,1,3,0,0.4,1.6,2.0,0,0.0,1.0,3.0,
2018-05-26 21:00:00,Hırvatistan,Fransa,3:1,1,3,1,0.2,1.6,2.4,0,0.0,1.0,3.0,
2018-05-27 01:01:00,Şili,Kolombiya,0:3,2,0,3,0.0,0.0,3.0,1,0.4,1.2,2.0,0.0
2018-05-27 03:00:00,Venezuela,Peru,0:3,2,0,3,0.4,1.2,2.2,1,0.2,0.8,2.4,0.0
2018-05-28 02:00:00,Peru,Kolombiya,3:1,1,3,1,0.6,2.2,1.2,0,0.4,1.2,1.8,0.75
2018-05-29 11:05:00,Almanya,Amerika Birleşik Devletleri,0:3,2,0,3,0.2,1.2,2.6,1,1.0,3.0,0.4,0.0
2018-05-29 13:00:00,Japonya,İtalya,3:2,1,3,2,0.2,1.0,2.4,0,0.4,1.6,2.2,0.0
2018-05-29 14:05:00,Tayland,Dominik Cumhuriyeti,0:3,2,0,3,0.4,1.4,1.8,1,0.4,1.8,2.2,0.3333333333333333
2018-05-29 15:30:00,Çin,Arjantin,3:0,1,3,0,0.4,1.8,2.0,0,0.2,1.2,2.4,0.6666666666666666
2018-05-29 17:30:00,Güney Kore,Brezilya,1:3,2,1,3,0.4,1.2,2.0,1,0.8,2.8,1.0,0.0
2018-05-29 18:00:00,Belçika,Türkiye,0:3,2,0,3,0.2,1.6,2.4,1,0.8,2.4,1.4,0.2857142857142857
2018-05-29 20:30:00,Hollanda,Polonya,3:0,1,3,0,0.8,2.4,1.6,0,0.4,1.4,2.2,1.0
2018-05-29 21:00:00,Sırbistan,Rusya,3:0,1,3,0,1.0,3.0,0.2,0,0.8,2.4,1.4,0.625
2018-05-30 11:05:00,Dominik Cumhuriyeti,Amerika Birleşik Devletleri,0:3,2,0,3,0.2,1.4,2.8,1,1.0,3.0,0.4,0.0
2018-05-30 13:00:00,Arjantin,İtalya,0:3,2,0,3,0.2,0.8,2.4,1,0.2,1.4,2.4,0.0
2018-05-30 14:05:00,Tayland,Almanya,2:3,2,2,3,0.2,0.8,2.4,1,0.2,1.2,2.8,0.6666666666666666
2018-05-30 15:30:00,Çin,Japonya,3:0,1,3,0,0.4,1.8,2.0,0,0.4,1.8,2.0,0.6666666666666666
2018-05-30 17:00:00,Finlandiya,Hırvatistan,3:1,1,3,1,1.0,3.0,1.0,0,0.2,1.4,2.6,0.0
2018-05-30 17:00:00,Azerbaycan,Bulgaristan,3:1,1,3,1,0.6,2.4,1.2,0,0.4,2.4,1.8,0.0
2018-05-30 17:30:00,Polonya,Brezilya,0:3,2,0,3,0.4,2.0,2.4,1,0.8,2.8,1.0,
2018-05-30 18:00:00,Türkiye,Rusya,2:3,2,2,3,0.8,2.6,0.8,1,0.6,1.8,1.6,0.4
2018-05-30 18:00:00,Slovakya,Çek Cumhuriyeti,1:3,2,1,3,0.3333333333333333,1.3333333333333333,2.6666666666666665,1,0.4,1.8,2.0,0.0
2018-05-30 20:30:00,Hollanda,Güney Kore,3:0,1,3,0,0.8,2.4,1.2,0,0.8,2.4,1.0,0.5
2018-05-30 21:00:00,Fransa,Macaristan,0:3,2,0,3,,,,1,0.4,1.8,1.8,0.0
2018-05-30 21:00:00,Belçika,Sırbistan,0:3,2,0,3,0.2,1.2,2.4,1,0.8,2.6,1.2,0.0
2018-05-31 11:05:00,Almanya,Dominik Cumhuriyeti,3:1,1,3,1,0.0,0.6,3.0,0,0.6,2.0,1.6,1.0
2018-05-31 13:00:00,Japonya,Arjantin,3:0,1,3,0,0.4,1.2,2.2,0,0.2,0.8,2.4,1.0
2018-05-31 14:05:00,Tayland,Amerika Birleşik Devletleri,0:3,2,0,3,0.0,0.6,3.0,1,1.0,3.0,0.0,0.0
2018-05-31 15:30:00,Çin,İtalya,1:3,2,1,3,0.6,2.4,1.4,1,0.4,2.0,1.8,0.5
2018-05-31 17:30:00,Güney Kore,Polonya,0:3,2,0,3,0.4,1.4,2.0,1,0.2,0.8,2.8,0.6666666666666666
2018-05-31 18:00:00,Rusya,Belçika,3:1,1,3,1,0.6,1.8,2.0,0,0.2,1.0,2.8,0.8
2018-05-31 20:30:00,Hollanda,Brezilya,1:3,2,1,3,0.8,2.4,1.0,1,1.0,3.0,0.4,0.0
2018-05-31 21:00:00,Türkiye,Sırbistan,2:3,2,2,3,0.6,2.4,1.4,1,0.8,2.6,1.2,0.16666666666666666
2018-06-02 18:00:00,Hırvatistan,Macaristan,3:2,1,3,2,0.4,2.0,2.0,0,0.4,1.8,1.8,0.0
2018-06-02 18:00:00,Ukrayna,Bulgaristan,0:3,2,0,3,0.0,1.0,3.0,1,0.2,2.0,2.4,0.0
2018-06-02 19:00:00,Çek Cumhuriyeti,Belarus,3:0,1,3,0,0.6,2.2,1.4,0,0.2,1.2,2.4,0.0
2018-06-05 11:00:00,Rusya,Amerika Birleşik Devletleri,0:3,2,0,3,0.6,1.8,1.8,1,1.0,3.0,0.0,0.1111111111111111
2018-06-05 11:05:00,Japonya,Türkiye,1:3,2,1,3,0.6,1.8,1.6,1,0.8,2.4,1.2,0.3333333333333333
2018-06-05 14:05:00,Tayland,Güney Kore,1:3,2,1,3,0.0,0.6,3.0,1,0.6,1.8,1.6,0.75
2018-06-05 14:30:00,Çin,Brezilya,2:3,2,2,3,0.6,2.2,1.4,1,1.0,3.0,0.6,0.4444444444444444
2018-06-05 17:30:00,İtalya,Sırbistan,3:2,1,3,2,0.6,1.8,1.4,0,1.0,3.0,1.0,0.3333333333333333
2018-06-05 18:30:00,Almanya,Belçika,3:1,1,3,1,0.2,1.0,2.6,0,0.2,1.0,2.8,1.0
2018-06-05 20:30:00,Hollanda,Dominik Cumhuriyeti,3:0,1,3,0,0.6,2.0,1.6,0,0.4,1.6,1.8,1.0
2018-06-05 21:30:00,Polonya,Arjantin,3:0,1,3,0,0.2,1.4,2.8,0,0.0,0.2,3.0,1.0
2018-06-06 11:00:00,Amerika Birleşik Devletleri,Brezilya,3:1,1,3,1,0.6,2.2,1.8,0,1.0,3.0,0.8,0.3333333333333333
2018-06-06 11:05:00,Japonya,Güney Kore,3:0,1,3,0,0.6,2.0,1.6,0,0.6,1.8,1.8,0.6
2018-06-06 14:05:00,Tayland,Türkiye,1:3,2,1,3,0.0,0.8,3.0,1,0.8,2.4,1.4,1.0
2018-06-06 14:30:00,Çin,Rusya,3:0,1,3,0,0.4,2.0,1.8,0,0.6,1.8,1.8,0.7142857142857143
2018-06-06 17:30:00,Sırbistan,Dominik Cumhuriyeti,3:0,1,3,0,1.0,3.0,0.2,0,0.4,1.6,1.8,1.0
2018-06-06 18:00:00,Belarus,Çek Cumhuriyeti,2:3,2,2,3,0.6,2.2,2.2,1,0.4,1.8,2.0,0.5
2018-06-06 18:00:00,Portekiz,Bulgaristan,0:3,2,0,3,,,,1,0.4,2.2,1.8,0.0
2018-06-06 18:30:00,Belçika,Arjantin,3:0,1,3,0,0.2,1.0,2.4,0,0.0,0.0,3.0,1.0
2018-06-06 19:30:00,Macaristan,Finlandiya,3:2,1,3,2,0.8,2.4,1.2,0,0.0,0.0,3.0,0.0
2018-06-06 20:30:00,Hollanda,İtalya,2:3,2,2,3,0.6,2.0,1.2,1,0.6,2.2,1.4,1.0
2018-06-06 21:00:00,Fransa,Hırvatistan,3:1,1,3,1,0.0,0.0,3.0,0,0.2,1.4,2.6,0.0
2018-06-06 21:30:00,Polonya,Almanya,3:1,1,3,1,0.4,1.8,2.2,0,0.4,1.4,2.6,1.0
2018-06-07 11:00:00,Brezilya,Rusya,3:2,1,3,2,0.8,2.8,1.0,0,0.4,1.2,2.4,0.875
2018-06-07 11:05:00,Güney Kore,Türkiye,0:3,2,0,3,0.4,1.4,2.0,1,1.0,3.0,1.0,
2018-06-07 14:05:00,Tayland,Japonya,2:3,2,2,3,0.0,0.8,3.0,1,0.2,1.2,2.6,0.125
2018-06-07 14:30:00,Çin,Amerika Birleşik Devletleri,0:3,2,0,3,0.6,2.4,1.2,1,1.0,3.0,0.0,0.36363636363636365
2018-06-07 17:30:00,Dominik Cumhuriyeti,İtalya,0:3,2,0,3,0.0,0.8,3.0,1,0.8,2.8,1.2,0.25
2018-06-07 18:30:00,Arjantin,Almanya,0:3,2,0,3,0.2,0.8,2.4,1,0.2,1.0,2.8,0.0
2018-06-07 20:30:00,Hollanda,Sırbistan,3:2,1,3,2,0.6,2.4,1.2,0,0.8,2.8,1.4,0.5
2018-06-07 21:30:00,Polonya,Belçika,3:1,1,3,1,0.4,1.8,2.0,0,0.2,1.0,2.8,0.0
2018-06-12 18:00:00,Brezilya,Belçika,3:1,1,3,1,1.0,3.0,0.8,0,0.2,1.2,2.8,1.0
2018-06-12 18:30:00,Rusya,Dominik Cumhuriyeti,3:0,1,3,0,0.6,1.8,1.8,0,0.2,1.0,2.4,1.0
2018-06-12 18:30:00,Türkiye,Hollanda,2:3,2,2,3,0.4,2.2,2.0,1,1.0,3.0,0.6,0.4
2018-06-12 21:00:00,İtalya,Tayland,3:0,1,3,0,0.6,1.8,1.8,0,0.6,2.2,1.6,0.5
2018-06-12 21:30:00,Almanya,Çin,2:3,2,2,3,0.4,1.6,2.2,1,0.8,2.4,1.2,0.0
2018-06-12 21:30:00,Polonya,Japonya,3:2,1,3,2,0.6,2.2,1.6,0,0.4,1.6,2.4,
2018-06-12 23:40:00,Sırbistan,Amerika Birleşik Devletleri,3:1,1,3,1,1.0,3.0,0.2,0,1.0,3.0,0.0,0.6
2018-06-13 02:40:00,Arjantin,Güney Kore,3:0,1,3,0,0.0,0.2,3.0,0,0.6,1.8,1.8,0.0
2018-06-13 18:00:00,Brezilya,Tayland,3:1,1,3,1,1.0,3.0,1.0,0,0.4,1.6,2.2,0.8
2018-06-13 18:30:00,Dominik Cumhuriyeti,Japonya,2:3,2,2,3,0.0,0.8,3.0,1,0.4,1.8,2.4,0.25
2018-06-13 18:30:00,Çin,Hollanda,1:3,2,1,3,0.4,1.8,1.8,1,1.0,3.0,1.0,0.6666666666666666
2018-06-13 21:00:00,İtalya,Belçika,3:0,1,3,0,0.6,1.8,1.6,0,0.0,0.8,3.0,1.0
2018-06-13 21:30:00,Almanya,Türkiye,1:3,2,1,3,0.4,1.8,2.2,1,1.0,3.0,0.8,0.16666666666666666
2018-06-13 21:30:00,Polonya,Rusya,3:0,1,3,0,0.8,2.4,1.4,0,0.4,1.6,2.4,
2018-06-13 23:40:00,Güney Kore,Amerika Birleşik Devletleri,0:3,2,0,3,0.2,0.8,2.4,1,0.8,2.6,0.6,0.0
2018-06-14 02:40:00,Arjantin,Sırbistan,0:3,2,0,3,0.2,0.6,2.4,1,0.6,2.6,1.8,0.0
2018-06-14 18:00:00,Belçika,Tayland,3:1,1,3,1,0.2,1.0,2.4,0,0.4,1.6,2.2,0.0
2018-06-14 18:00:00,Bulgaristan,Finlandiya,3:0,1,3,0,0.8,2.8,1.4,0,0.0,1.0,3.0,
2018-06-14 18:30:00,Çin,Türkiye,1:3,2,1,3,0.2,1.4,2.4,1,1.0,3.0,0.6,1.0
2018-06-14 18:30:00,Rusya,Japonya,3:2,1,3,2,0.6,1.8,1.6,0,0.6,2.2,2.2,0.75
2018-06-14 21:00:00,İtalya,Brezilya,3:2,1,3,2,0.8,2.4,1.0,0,0.8,2.6,1.4,0.0
2018-06-14 21:00:00,Macaristan,Çek Cumhuriyeti,3:0,1,3,0,0.8,2.4,1.2,0,0.6,2.2,1.8,
2018-06-14 21:30:00,Almanya,Hollanda,1:3,2,1,3,0.4,1.8,2.2,1,1.0,3.0,1.0,0.5
2018-06-14 21:30:00,Polonya,Dominik Cumhuriyeti,1:3,2,1,3,1.0,3.0,0.8,1,0.2,0.8,2.4,0.0
2018-06-14 23:40:00,Güney Kore,Sırbistan,0:3,2,0,3,0.0,0.2,3.0,1,0.6,2.6,1.6,0.0
2018-06-15 02:40:00,Arjantin,Amerika Birleşik Devletleri,0:3,2,0,3,0.2,0.6,2.4,1,0.8,2.6,0.6,0.0
2018-06-20 23:00:00,Bulgaristan,Avustralya,3:0,1,3,0,0.8,2.8,1.0,0,0.0,0.2,3.0,
